ID;Award;Artist;Title;Certification date;Label;Format;Release date;Category;Type;Certified Units;Genre
81202;Gold;VARIOUS;GRAMMY NOMINEES 2004;March 6, 2004;BMG STRATEGIC MARKETING;ALBUMMORE DETAILS ;January 20, 2004; None;Standard;0.5 Million ; None
86725;Platinum;TRAIN;MY PRIVATE NATION;March 6, 2004;COLUMBIA;ALBUMMORE DETAILS ;June 3, 2003;GROUP;Standard;1 Million ; None
95896;Gold;B2K;YOU GOT SERVED;March 6, 2004;EPIC;ALBUMMORE DETAILS ;December 23, 2003;GROUP;Standard;0.5 Million ; None
86735;Platinum;MONTGOMERY GENTRY;MY TOWN;March 6, 2004;COLUMBIA NASHVILLE;ALBUMMORE DETAILS ;August 27, 2002;DUO;Standard;1 Million ; None
92096;Gold;GOV'T MULE;THE DEEPEST END;March 6, 2004;ATO RECORDS;VIDEO LONGFORMMORE DETAILS ;October 14, 2003;GROUP;Standard;0.05 Million ; None
96015;Gold;THE WIGGLES;YUMMY YUMMY;March 6, 2004;KOCH;ALBUMMORE DETAILS ;August 1, 2000;GROUP;Standard;0.5 Million ; None
74445;Platinum;INCUBUS;A CROW LEFT OF THE MURDER;March 6, 2004;EPIC;ALBUMMORE DETAILS ;February 3, 2004;GROUP;Standard;1 Million ; None
95727;Platinum;VARIOUS;WOW GOSPEL 2003;March 6, 2004;VERITY;ALBUMMORE DETAILS ;February 4, 2003; None;Standard;1 Million ; None
92625;Platinum;NICKELBACK;THE LONG ROAD;March 6, 2004;ROADRUNNER;ALBUMMORE DETAILS ;September 23, 2003;GROUP;Standard;3 Million ; None
79324;Platinum;STAIND;DYSFUNCTION;February 26, 2004;ELEKTRA;ALBUMMORE DETAILS ;April 2, 1999;GROUP;Standard;2 Million ; None
83920;Platinum;JOSH GROBAN;JOSH GROBAN;February 26, 2004;143 / REPRISE;ALBUMMORE DETAILS ;November 20, 2001;SOLO;Standard;4 Million ; None
93353;Platinum;OUTKAST;THE WAY YOU MOVE / HEY YA!;February 26, 2004;ARISTA;VIDEO SINGLEMORE DETAILS ;September 23, 2003;GROUP;Standard;0.05 Million ; None
78378;Platinum;METALLICA;CUNNING STUNTS;February 26, 2004;ELEKTRA;VIDEO LONGFORMMORE DETAILS ;November 30, 1998;GROUP;Standard;0.3 Million ; None
84054;Platinum;TWISTA;KAMIKAZE;February 26, 2004;ATLANTIC;ALBUMMORE DETAILS ;January 20, 2004;SOLO;Standard;1 Million ; None
77790;Platinum;FRANK SINATRA;CLASSIC SINATRA;February 26, 2004;CAPITOL;ALBUMMORE DETAILS ;March 28, 2000;SOLO;Standard;2 Million ; None
94918;Gold;PAT GREEN;WAVE ON WAVE;February 26, 2004;UNIVERSAL RECORDS;ALBUMMORE DETAILS ;July 15, 2003;SOLO;Standard;0.5 Million ; None
87987;Gold;THE DARKNESS;PERMISSION TO LAND;February 26, 2004;ATLANTIC;ALBUMMORE DETAILS ;September 16, 2003;GROUP;Standard;0.5 Million ; None
95956;Gold;AEROSMITH;YOUNG LUST: THE AEROSMITH ANTHOLOGY;February 26, 2004;GEFFEN;ALBUMMORE DETAILS ;November 20, 2001;GROUP;Standard;0.5 Million ; None
102079;Platinum;LINKIN PARK;METEORA;February 26, 2004;WARNER BROS. RECORDS;ALBUMMORE DETAILS ;March 25, 2003;GROUP;Standard;7 Million ;ALTERNATIVE
81020;Platinum;MICHAEL W. SMITH;GO WEST YOUNG MAN;February 26, 2004;REUNION;ALBUMMORE DETAILS ;September 24, 1990;SOLO;Standard;1 Million ; None
83701;Platinum;CHINGY;JACKPOT;February 24, 2004;CAPITOL;ALBUMMORE DETAILS ;July 15, 2003;SOLO;Standard;2 Million ; None
90658;Gold;SOUNDTRACK;SPIRIT:  STALLION OF THE CIMARRON;February 24, 2004;A&M;ALBUMMORE DETAILS ;May 14, 2002; None;Standard;0.5 Million ; None
86444;Platinum;MICHAEL MC DONALD;MOTOWN;February 19, 2004;MOTOWN;ALBUMMORE DETAILS ;June 24, 2003;SOLO;Standard;1 Million ; None
85456;Gold;PEARL JAM;LOST DOGS;February 19, 2004;EPIC;ALBUMMORE DETAILS ;November 11, 2003;GROUP;Standard;0.5 Million ; None
93436;Platinum;GOOD CHARLOTTE;THE YOUNG AND THE HOPELESS;February 19, 2004;EPIC;ALBUMMORE DETAILS ;October 1, 2002;GROUP;Standard;3 Million ; None
91530;Gold;BABY BASH;THA SMOKIN' NEPHEW;February 19, 2004;UNIVERSAL RECORDS;ALBUMMORE DETAILS ;September 23, 2003;SOLO;Standard;0.5 Million ; None
76409;Gold;BIG TYMERS;BIG MONEY HEAVYWEIGHT;February 19, 2004;CASH MONEY/UNIVERSAL;ALBUMMORE DETAILS ;December 9, 2003;GROUP;Standard;0.5 Million ; None
88131;Gold;DASHBOARD CONFESSIONAL;PLACES WE HAVE COME TO FEAR THE MOST;February 19, 2004;VAGRANT RECORDS;ALBUMMORE DETAILS ;March 20, 2001;GROUP;Standard;0.5 Million ; None
92639;Gold;SOUNDTRACK;THE LORD OF THE RINGS: THE RETURN OF THE KING;February 17, 2004;REPRISE;ALBUMMORE DETAILS ;November 25, 2003; None;Standard;0.5 Million ; None
100973;Platinum;JAY-Z;THE BLACK ALBUM;February 17, 2004;DEF JAM RECORDS;ALBUMMORE DETAILS ;November 14, 2003;SOLO;Standard;3 Million ; None
90499;Gold;MUSIQ;SOULSTAR;February 17, 2004;DEF JAM / DEF SOUL;ALBUMMORE DETAILS ;December 9, 2003;SOLO;Standard;0.5 Million ; None
83401;Platinum;R.E.M.;IN TIME:  THE BEST OF R.E.M. 1988-2003;February 17, 2004;WARNER BROS.;ALBUMMORE DETAILS ;October 28, 2003;GROUP;Standard;1 Million ; None
85836;Platinum;SOUNDTRACK;MAMMA MIA! (ORIGINAL CAST);February 13, 2004;DECCA;ALBUMMORE DETAILS ;October 17, 2000; None;Standard;1 Million ; None
85122;Gold;JUSTIN TIMBERLAKE;LIVE FROM LONDON;February 13, 2004;JIVE;VIDEO LONGFORMMORE DETAILS ;December 16, 2003;SOLO;Standard;0.05 Million ; None
92686;Diamond;EMINEM;THE MARSHALL MATHERS LP;February 12, 2004;AFTERMATH  /  INTERSCOPE;ALBUMMORE DETAILS ;May 23, 2000;SOLO;Standard;10 Million ; None
77526;Gold;SOUNDTRACK;CHICAGO - THE MUSICAL;February 12, 2004;VICTOR;ALBUMMORE DETAILS ;January 28, 1997; None;Standard;0.5 Million ; None
77075;Gold;BUDDY JEWELL;BUDDY JEWELL;February 12, 2004;COLUMBIA NASHVILLE;ALBUMMORE DETAILS ;July 1, 2003;SOLO;Standard;0.5 Million ; None
90665;Gold;OFFSPRING;SPLINTER;February 12, 2004;COLUMBIA;ALBUMMORE DETAILS ;December 9, 2003;GROUP;Standard;0.5 Million ; None
75094;Platinum;U2;ALL THAT YOU CAN'T LEAVE BEHIND;February 12, 2004;INTERSCOPE;ALBUMMORE DETAILS ;October 31, 2000;GROUP;Standard;4 Million ; None
74011;Gold;VARIOUS;100% FUNK;February 10, 2004;UNIVERSAL SPECIAL MARKETS;ALBUMMORE DETAILS ;March 18, 1999; None;Standard;0.5 Million ; None
89403;Gold;RUSH;RUSH IN RIO;February 10, 2004;ATLANTIC;ALBUMMORE DETAILS ;October 21, 2003;GROUP;Standard;0.5 Million ; None
90439;Platinum;STING;SONGS OF LOVE;February 10, 2004;UNIVERSAL SPECIAL MARKETS;ALBUMMORE DETAILS ;October 21, 2003;SOLO;Standard;1 Million ; None
83536;Platinum;GHOSTFACE KILLAH;IRONMAN;February 9, 2004;EPIC;ALBUMMORE DETAILS ;October 18, 1996;SOLO;Standard;1 Million ; None
84728;Gold;PUDDLE OF MUDD;LIFE ON DISPLAY;February 6, 2004;GEFFEN;ALBUMMORE DETAILS ;November 18, 2003;GROUP;Standard;0.5 Million ; None
91370;Gold;KELIS;TASTY;February 6, 2004;ARISTA;ALBUMMORE DETAILS ;December 9, 2003;SOLO;Standard;0.5 Million ; None
94887;Gold;SLAYER;WAR AT THE WARFIELD;February 6, 2004;AMERICAN;VIDEO LONGFORMMORE DETAILS ;July 29, 2003;GROUP;Standard;0.05 Million ; None
87967;Gold;CONJUNTO PRIMAVERA;PERDONAME MI AMOR;February 6, 2004;FONOVISA;ALBUMMORE DETAILS ;August 13, 2002;GROUP;Standard;0.5 Million ; None
84947;Platinum;ALLMAN BROTHERS;LIVE AT GREAT WOODS;February 6, 2004;EPIC;VIDEO LONGFORMMORE DETAILS ;January 20, 1998;GROUP;Standard;0.1 Million ; None
75245;Platinum;VARIOUS;AMAZING GRACE: A COUNTRY SALUTE TO GOSPEL;January 30, 2004;SPARROW;ALBUMMORE DETAILS ;June 19, 1995; None;Standard;1 Million ; None
81434;Platinum;LONESTAR;GREATEST HITS;January 30, 2004;BNA RECORDS LABEL;ALBUMMORE DETAILS ;June 3, 2003;GROUP;Standard;1 Million ; None
74882;Platinum;SARAH MC LACHLAN;AFTERGLOW;January 30, 2004;ARISTA;ALBUMMORE DETAILS ;November 4, 2003;SOLO;Standard;2 Million ; None
89287;Platinum;REBA MC ENTIRE;ROOM TO BREATHE;January 29, 2004;MCA NASHVILLE;ALBUMMORE DETAILS ;November 18, 2003;SOLO;Standard;1 Million ; None
78846;Gold;SEETHER;DISCLAIMER;January 29, 2004;WIND-UP RECORDS;ALBUMMORE DETAILS ;August 20, 2002;GROUP;Standard;0.5 Million ; None
88395;Gold;AVANT;PRIVATE ROOM;January 29, 2004;GEFFEN;ALBUMMORE DETAILS ;December 9, 2003;SOLO;Standard;0.5 Million ; None
77507;Platinum;CHEETAH GIRLS;CHEETAH GIRLS;January 29, 2004;WALT DISNEY;ALBUMMORE DETAILS ;August 12, 2003;GROUP;Standard;2 Million ; None
80152;Gold;BEN HARPER;FIGHT FOR YOUR MIND;January 29, 2004;VIRGIN RECORDS;ALBUMMORE DETAILS ;August 1, 1995;SOLO;Standard;0.5 Million ; None
92015;Platinum;TENACIOUS D;THE COMPLETE MASTERWORKS;January 29, 2004;EPIC;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;DUO;Standard;0.6 Million ; None
82720;Diamond;CREED;HUMAN CLAY;January 29, 2004;WIND-UP RECORDS;ALBUMMORE DETAILS ;September 28, 1999;GROUP;Standard;11 Million ; None
80158;Gold;COUNTING CROWS;FILMS ABOUT GHOSTS;January 29, 2004;GEFFEN;ALBUMMORE DETAILS ;November 25, 2003;GROUP;Standard;0.5 Million ; None
77103;Gold;BEN HARPER;BURN TO SHINE;January 29, 2004;VIRGIN RECORDS;ALBUMMORE DETAILS ;September 21, 1999;SOLO;Standard;0.5 Million ; None
85132;Gold;BEN HARPER;LIVE FROM MARS;January 29, 2004;VIRGIN RECORDS;ALBUMMORE DETAILS ;March 27, 2001;SOLO;Standard;0.5 Million ; None
81771;Platinum;DURAN DURAN;GREATEST: THE DVD;January 29, 2004;CAPITOL;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;GROUP;Standard;0.1 Million ; None
72656;Platinum;VICO-C;EN HONOR A LA VERDAD;January 27, 2004;EMI LATIN;ALBUMMORE DETAILS ;November 4, 2003;SOLO;Latin;0.06 Million ; None
73992;Diamond;THE BEATLES;1;January 27, 2004;CAPITOL;ALBUMMORE DETAILS ;November 14, 2000;GROUP;Standard;11 Million ; None
85961;Platinum;YING YANG TWINS;ME & MY BROTHER;January 23, 2004;TVT;ALBUMMORE DETAILS ;September 16, 2003;DUO;Standard;1 Million ; None
73708;Platinum;THALIA;THALIA'S HITS REMIXED;January 22, 2004;EMI LATIN;ALBUMMORE DETAILS ;February 10, 2003;SOLO;Latin;0.06 Million ; None
73635;Platinum;GILBERTO SANTA ROSA;SOLO BOLERO;January 22, 2004;SONY DISCOS;ALBUMMORE DETAILS ;February 28, 2003;SOLO;Latin;0.06 Million ; None
94464;Platinum;TOBY KEITH;UNLEASHED;January 16, 2004;DREAMWORKS NASHVILLE;ALBUMMORE DETAILS ;July 23, 2002;SOLO;Standard;4 Million ; None
81693;Platinum;TRACE ADKINS;GREATEST HITS, VOL. 1;January 16, 2004;CAPITOL NASHVILLE;ALBUMMORE DETAILS ;July 8, 2003;SOLO;Standard;1 Million ; None
87912;Platinum;ROB ZOMBIE;PAST, PRESENT & FUTURE;January 16, 2004;GEFFEN;ALBUMMORE DETAILS ;September 23, 2003;SOLO;Standard;1 Million ; None
75001;Platinum;HILARY DUFF;ALL ACCESS PASS;January 16, 2004;WALT DISNEY;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;SOLO;Standard;0.2 Million ; None
94695;Platinum;GOOD CHARLOTTE;VIDEO COLLECTION;January 15, 2004;EPIC;VIDEO LONGFORMMORE DETAILS ;December 2, 2003;GROUP;Standard;0.1 Million ; None
87257;Platinum;VARIOUS;NOW THAT'S WHAT I CALL MUSIC;January 15, 2004;COLUMBIA;ALBUMMORE DETAILS ;November 4, 2003; None;Standard;1 Million ; None
85024;Gold;RAGE AGAINST THE MACHINE;LIVE AT THE GRAND OLYMPIC AUDITORIUM;January 15, 2004;EPIC;VIDEO LONGFORMMORE DETAILS ;December 9, 2003;GROUP;Standard;0.05 Million ; None
84940;Platinum;AC/DC;LIVE AT DONINGTON;January 15, 2004;EPIC;VIDEO LONGFORMMORE DETAILS ;October 12, 1992;GROUP;Standard;0.6 Million ; None
87364;Diamond;MICHAEL JACKSON;NUMBER ONES;January 15, 2004;EPIC/LEGACY;VIDEO LONGFORMMORE DETAILS ;November 18, 2003;SOLO;Standard;1.3 Million ; None
73419;Platinum;EDNITA NAZARIO;POR TI;January 14, 2004;SONY DISCOS;ALBUMMORE DETAILS ;November 18, 2003;SOLO;Latin;0.06 Million ; None
75695;Platinum;3 DOORS DOWN;AWAY FROM THE SUN;January 14, 2004;UNIVERSAL RECORDS;ALBUMMORE DETAILS ;November 12, 2002;GROUP;Standard;4 Million ; None
92638;Platinum;SOUNDTRACK;THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RINGS;January 13, 2004;REPRISE;ALBUMMORE DETAILS ;November 20, 2001; None;Standard;1 Million ; None
77909;Platinum;COLDPLAY;COLDPLAY LIVE 2003;January 13, 2004;CAPITOL;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;GROUP;Standard;0.6 Million ; None
78268;Gold;TEAR DA CLUB UP THUGS;CRAZYNDALAZDAYZ;January 13, 2004;RELATIVITY;ALBUMMORE DETAILS ;February 2, 1999;GROUP;Standard;0.5 Million ; None
93504;Platinum;ADAM SANDLER;THEY'RE ALL GONNA LAUGH AT YOU!;January 13, 2004;WARNER BROS.;ALBUMMORE DETAILS ;September 28, 1993;SOLO;Standard;2 Million ; None
81497;Platinum;RED HOT CHILI PEPPERS;GREATEST HITS;January 13, 2004;WARNER BROS.;ALBUMMORE DETAILS ;November 18, 2003;GROUP;Standard;2 Million ; None
74395;Gold;SIMPLE PLAN;A BIG PACKAGE FOR YOU;January 13, 2004;LAVA;VIDEO LONGFORMMORE DETAILS ;November 18, 2003;GROUP;Standard;0.05 Million ; None
84822;Platinum;VARIOUS;LISTEN TO YOUR LID II, VOL. 2;January 12, 2004;LIDROCK;SHORTFORMALBUMMORE DETAILS ;December 9, 2003; None;Standard;1 Million ; None
91495;Gold;WESTSIDE CONNECTION;TERRORIST THREATS;January 12, 2004;HOO BANGIN'/CAPITOL;ALBUMMORE DETAILS ;December 9, 2003;GROUP;Standard;0.5 Million ; None
85903;Platinum;MARTINA MCBRIDE;MARTINA;January 12, 2004;RCA NASHVILLE;ALBUMMORE DETAILS ;September 30, 2003;SOLO;Standard;2 Million ; None
75604;Platinum;ROD STEWART;AS TIME GOES BY. . . GREAT AMERICAN SONGBOOK, VOL. 2;January 9, 2004;J RECORDS;ALBUMMORE DETAILS ;October 21, 2003;SOLO;Standard;2 Million ; None
90493;Platinum;RUBEN STUDDARD;SOULFUL;January 9, 2004;J RECORDS;ALBUMMORE DETAILS ;December 9, 2003;SOLO;Standard;1 Million ; None
89455;Platinum;STING;SACRED LOVE;January 9, 2004;A&M;ALBUMMORE DETAILS ;September 30, 2003;SOLO;Standard;1 Million ; None
73578;Platinum;MANNY MANUEL;SERENATA;January 9, 2004;UNIVERSAL MUSIC LATINO;ALBUMMORE DETAILS ;November 25, 2003;SOLO;Latin;0.06 Million ; None
76581;Platinum;BLINK-182;BLINK-182;January 9, 2004;GEFFEN;ALBUMMORE DETAILS ;November 18, 2003;GROUP;Standard;1 Million ; None
86127;Platinum;HILARY DUFF;METAMORPHOSIS;January 8, 2004;WALT DISNEY;ALBUMMORE DETAILS ;August 26, 2003;SOLO;Standard;3 Million ; None
91731;Platinum;DEAN MARTIN;THE BEST OF DEAN MARTIN;January 6, 2004;CAPITOL;ALBUMMORE DETAILS ;March 17, 1986;SOLO;Standard;1 Million ; None
82879;Platinum;ELVIS PRESLEY;I GOT LUCKY;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;January 1, 1971;SOLO;Standard;1 Million ; None
75177;Platinum;ELVIS PRESLEY;ALMOST IN LOVE;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;January 1, 1970;SOLO;Standard;1 Million ; None
77284;Gold;DEAN MARTIN;CAPITOL COLLECTOR'S SERIES;January 6, 2004;CAPITOL;ALBUMMORE DETAILS ;November 27, 1989;SOLO;Standard;0.5 Million ; None
77874;Gold;ELVIS PRESLEY;C'MON EVERYBODY;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;January 1, 1975;SOLO;Standard;0.5 Million ; None
81418;Platinum;LEANN RIMES;GREATEST HITS;January 6, 2004;CURB;ALBUMMORE DETAILS ;November 18, 2003;SOLO;Standard;1 Million ; None
80471;Platinum;ELVIS PRESLEY;FRANKIE & JOHNNY;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;April 1, 1996;SOLO;Standard;1 Million ; None
85550;Gold;ELVIS PRESLEY;LOVE ME TENDER;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;November 1, 1956;SOLO;Standard;0.5 Million ; None
79522;Diamond;ELVIS PRESLEY;ELVIS' CHRISTMAS ALBUM;January 6, 2004;RCA CAMDEN & PICKWICK;ALBUMMORE DETAILS ;November 1, 1970;SOLO;Standard;10 Million ; None
80557;Platinum;ELVIS PRESLEY;FROM NASHVILLE TO MEMPHIS;January 6, 2004;RCA;ALBUMMORE DETAILS ;September 28, 1993;SOLO;Standard;1 Million ; None
93155;Platinum;ELVIS PRESLEY;THE TOP TEN HITS;January 6, 2004;RCA;ALBUMMORE DETAILS ;June 1, 1987;SOLO;Standard;4 Million ; None
79558;Platinum;ELVIS PRESLEY;ELVIS SINGS HITS FROM HIS MOVIES, VOL. 1;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;July 1, 1972;SOLO;Standard;1 Million ; None
81535;Platinum;TIM MCGRAW;GREATEST HITS;January 6, 2004;CURB;ALBUMMORE DETAILS ;November 21, 2000;SOLO;Standard;6 Million ; None
89669;Platinum;ELVIS PRESLEY;SEPARATE WAYS;January 6, 2004;RCA;ALBUMMORE DETAILS ;December 1, 1971;SOLO;Standard;1 Million ; None
84629;Platinum;ELVIS PRESLEY;LET'S BE FRIENDS;January 6, 2004;RCA;ALBUMMORE DETAILS ;April 1, 1970;SOLO;Standard;1 Million ; None
95950;Platinum;ELVIS PRESLEY;YOU'LL NEVER WALK ALONE;January 6, 2004;RCA;ALBUMMORE DETAILS ;March 1, 1971;SOLO;Standard;3 Million ; None
81335;Gold;DEAN MARTIN;GREATEST HITS;January 6, 2004;CAPITOL;ALBUMMORE DETAILS ;October 9, 1997;SOLO;Standard;0.5 Million ; None
81606;Platinum;BOB SEGER & THE SILVER BULLET BAND;GREATEST HITS 2;January 6, 2004;CAPITOL;ALBUMMORE DETAILS ;November 4, 2003;GROUP;Standard;1 Million ; None
77112;Platinum;ELVIS PRESLEY;BURNING LOVE AND HITS FROM HIS MOVIES, VOLUME 2;January 6, 2004;RCA;ALBUMMORE DETAILS ;October 1, 1979;SOLO;Standard;2 Million ; None
79111;Platinum;ELVIS PRESLEY;DOUBLE DYNAMITE;January 6, 2004;RCA RECORDS;ALBUMMORE DETAILS ;December 1, 1975;SOLO;Standard;1 Million ; None
80204;Platinum;ELVIS PRESLEY;FLAMING STAR;January 6, 2004;RCA;ALBUMMORE DETAILS ;April 1, 1969;SOLO;Standard;1 Million ; None
85998;Platinum;JIMMY BUFFETT;MEET ME IN MARGARITAVILLE;January 5, 2004;UTV;ALBUMMORE DETAILS ;April 15, 2003;SOLO;Standard;2 Million ; None
84974;Platinum;PINK FLOYD;LIVE AT POMPEII;January 5, 2004;POLYGRAM MUSIC VIDEO;VIDEO LONGFORMMORE DETAILS ;July 15, 1989;GROUP;Standard;0.2 Million ; None
77700;Gold;MICHAEL W. SMITH;CHRISTMASTIME;December 16, 2003;REUNION;ALBUMMORE DETAILS ;October 13, 1998;SOLO;Standard;0.5 Million ; None
88922;Platinum;2 PAC;RESURRECTION;December 16, 2003;INTERSCOPE;ALBUMMORE DETAILS ;November 4, 2003;SOLO;Standard;1 Million ; None
76086;Platinum;SWITCHFOOT;BEAUTIFUL LETDOWN;December 16, 2003;SPARROW;ALBUMMORE DETAILS ;February 13, 2003;GROUP;Standard;2 Million ; None
91292;Platinum;KORN;TAKE A LOOK IN THE MIRROR;December 16, 2003;EPIC;ALBUMMORE DETAILS ;November 21, 2003;GROUP;Standard;1 Million ; None
84552;Platinum;JOHN LENNON;LENNON LEGEND;December 16, 2003;CAPITOL;VIDEO LONGFORMMORE DETAILS ;November 18, 2003;SOLO;Standard;0.1 Million ; None
89454;Platinum;STING;SACRED LOVE;December 16, 2003;A&M;ALBUMMORE DETAILS ;September 30, 2003;SOLO;Standard;1 Million ; None
76157;Platinum;G-UNIT;BEG FOR MERCY;December 16, 2003;INTERSCOPE;ALBUMMORE DETAILS ;November 11, 2003;GROUP;Standard;2 Million ; None
84105;Platinum;KEITH URBAN;KEITH URBAN;December 15, 2003;CAPITOL NASHVILLE;ALBUMMORE DETAILS ;October 9, 1999;SOLO;Standard;1 Million ; None
84820;Platinum;VARIOUS;LISTEN TO YOUR LID II;December 15, 2003;LIDROCK;SHORTFORMALBUMMORE DETAILS ;November 14, 2003; None;Standard;1 Million ; None
91981;Platinum;GRATEFUL DEAD;THE CLOSING OF WINTERLAND;December 15, 2003;MONTEREY HOME VIDEO;VIDEO LONGFORMMORE DETAILS ;November 11, 2003;GROUP;Standard;0.2 Million ; None
102098;Platinum;P!NK;TRY THIS;December 15, 2003;ARISTA;ALBUMMORE DETAILS ;November 11, 2003; None;Standard;1 Million ; None
89286;Gold;THE STROKES;ROOM ON FIRE;December 12, 2003;RCA RECORDS;ALBUMMORE DETAILS ;October 28, 2003;GROUP;Standard;0.5 Million ; None
92400;Gold;AMERICAN IDOLS;THE GREAT HOLIDAY CLASSICS;December 12, 2003;RCA RECORDS;ALBUMMORE DETAILS ;October 14, 2003;GROUP;Standard;0.5 Million ; None
87853;Platinum;COLDPLAY;PARACHUTES;December 11, 2003;CAPITOL;ALBUMMORE DETAILS ;November 14, 2000;GROUP;Standard;2 Million ; None
91793;Gold;VARIOUS;THE BEST OF THE SOURCE AWARDS, VOL. 1;December 11, 2003;MELEE ENTERTAINMENT;VIDEO LONGFORMMORE DETAILS ;October 28, 2003; None;Standard;0.05 Million ; None
80487;Gold;SOUNDTRACK;FREAKY FRIDAY;December 11, 2003;WALT DISNEY;ALBUMMORE DETAILS ;July 29, 2003; None;Standard;0.5 Million ; None
93277;Platinum;SHERYL CROW;THE VERY BEST OF SHERYL CROW;December 11, 2003;A&M;ALBUMMORE DETAILS ;November 4, 2003;SOLO;Standard;3 Million ; None
85133;Gold;THE ALL-AMERICAN REJECTS;LIVE FROM OKLAHOMA: THE TOO BAD FROM HELL DVD;December 11, 2003;DREAMWORKS;VIDEO LONGFORMMORE DETAILS ;September 30, 2003;GROUP;Standard;0.05 Million ; None
94628;Gold;VARIOUS;VANS WARPED TOUR 2003;December 11, 2003;SIDE ONE DUMMY RECORDS;ALBUMMORE DETAILS ;June 3, 2003; None;Standard;0.5 Million ; None
87253;Platinum;VARIOUS;NOW THAT'S WHAT I CALL CHRISTMAS!, VOL. 2;December 11, 2003;CAPITOL;ALBUMMORE DETAILS ;September 30, 2003; None;Standard;2 Million ; None
91162;Diamond;SANTANA;SUPERNATURAL;December 10, 2003;ARISTA;ALBUMMORE DETAILS ;June 15, 1999;GROUP;Standard;15 Million ; None
87936;Gold;P.O.D.;PAYABLE ON DEATH;December 10, 2003;ATLANTIC;ALBUMMORE DETAILS ;November 4, 2003;GROUP;Standard;0.5 Million ; None
89404;Platinum;RUSH;RUSH IN RIO;December 10, 2003;ANTHEM  /  COMING HOME  /  ZOE;VIDEO LONGFORMMORE DETAILS ;October 21, 2003;GROUP;Standard;0.7 Million ; None
87961;Platinum;BARBRA STREISAND;PEOPLE;December 10, 2003;COLUMBIA;ALBUMMORE DETAILS ;September 21, 1964;SOLO;Standard;1 Million ; None
86394;Platinum;MATCHBOX TWENTY;MORE THAN YOU THINK YOU ARE;December 10, 2003;ATLANTIC;ALBUMMORE DETAILS ;November 19, 2002;GROUP;Standard;2 Million ; None
90591;Diamond;OUTKAST;SPEAKERBOXXX / THE LOVE BELOW;December 10, 2003;SO SO DEF;ALBUMMORE DETAILS ;September 23, 2003;GROUP;Standard;11 Million ; None
77504;Gold;OBIE TRICE;CHEERS;December 9, 2003;INTERSCOPE;ALBUMMORE DETAILS ;September 16, 2003;SOLO;Standard;0.5 Million ; None
77506;Platinum;CHEETAH GIRLS;CHEETAH GIRLS;December 9, 2003;WALT DISNEY;ALBUMMORE DETAILS ;August 12, 2003;GROUP;Standard;2 Million ; None
77905;Platinum;COLDPLAY;COLDPLAY LIVE 2003;December 9, 2003;CAPITOL;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;GROUP;Standard;0.6 Million ; None
86124;Platinum;HILARY DUFF;METAMORPHOSIS;December 9, 2003;WALT DISNEY;ALBUMMORE DETAILS ;August 26, 2003;SOLO;Standard;3 Million ; None
77906;Gold;COLDPLAY;COLDPLAY LIVE 2003;December 9, 2003;CAPITOL;ALBUMMORE DETAILS ;November 4, 2003;GROUP;Standard;0.5 Million ; None
89849;Platinum;TOBY KEITH;SHOCK 'N Y'ALL;December 9, 2003;DREAMWORKS NASHVILLE;ALBUMMORE DETAILS ;November 4, 2003;SOLO;Standard;4 Million ; None
88920;Platinum;LIMP BIZKIT;RESULTS MAY VARY;December 9, 2003;INTERSCOPE;ALBUMMORE DETAILS ;September 23, 2003;GROUP;Standard;1 Million ; None
90842;Platinum;JAHEIM;STILL GHETTO;December 9, 2003;WARNER BROS.;ALBUMMORE DETAILS ;November 5, 2002;SOLO;Standard;1 Million ; None
80845;Platinum;50 CENT;GET RICH OR DIE TRYIN';December 9, 2003;AFTERMATH  /  INTERSCOPE;ALBUMMORE DETAILS ;February 6, 2003;SOLO;Standard;6 Million ; None
82629;Platinum;MICHELLE BRANCH;HOTEL PAPER;December 9, 2003;MAVERICK;ALBUMMORE DETAILS ;June 24, 2003;SOLO;Standard;1 Million ; None
78891;Platinum;VARIOUS;DISNEY'S GREATEST, VOL. 1;December 9, 2003;WALT DISNEY;ALBUMMORE DETAILS ;February 27, 2001; None;Standard;1 Million ; None
89479;Gold;HILARY DUFF;SANTA CLAUS LANE;December 9, 2003;WALT DISNEY;ALBUMMORE DETAILS ;October 15, 2002;SOLO;Standard;0.5 Million ; None
93207;Platinum;"WEIRD AL" YANKOVIC;THE ULTIMATE VIDEO COLLECTION;December 8, 2003;VOLCANO;VIDEO LONGFORMMORE DETAILS ;November 4, 2003;SOLO;Standard;0.1 Million ; None
